show_id|titre|description|langue|popularite|note|type|directeurs|acteurs|pays|date_ajout|annee_sortie|classement|duree|categories
s6886|The Society|When everyone else mysteriously vanishes from their wealthy town, the teen residents of West Ham must forge their own society to survive.|en|34.967|7.7|TV Show||Kathryn Newton, Gideon Adlon, Sean Berdy, Natasha Liu Bordizzo, Jacques Colimon, Olivia DeJonge, Alex Fitzalan, Kristine Froseth, José Julián, Alex MacNicoll, Toby Wallace, Rachel Keller|United States|May 10, 2019|2019|TV-MA|1 Season|TV Dramas, Teen TV Shows
s6887|The Son|In this psychological thriller, painter Lorenzo's life spirals out of control as he fears his wife is trying to isolate him from their infant son.|en|0.6|0.0|Movie|Sebastián Schindel|Joaquín Furriel, Martina Gusmán, Luciano Cáceres, Heidi Toini, Regina Lamm|Argentina|July 26, 2019|2019|TV-MA|93 min|Dramas, Independent Movies, International Movies
s6888|The Sound of Your Heart|Based on Korea's longest-running webtoon series, this comedy follows the ridiculous daily lives of a cartoonist, his girlfriend and his subpar family.|ko|5.866|8.3|TV Show||Kwang-soo Lee, Dae-Myung Kim, So-min Jung, Byeong-ok Kim, Mi-kyung Kim|South Korea|February 24, 2017|2016|TV-14|1 Season|International TV Shows, Korean TV Shows, TV Comedies
s6889|The Sound of Your Heart: Reboot|Webtoonist Cho Seok is back with more anecdotes of mix-ups, unintended antics, and bathroom blunders in this reboot starring an all-new cast.|ko|1.984|5.3|TV Show||Sung Hoon, Kwon Yuri, Tae Hang-ho, Joo Jin-mo, Shim Hye-jin, Ji Su-won, Park Cheol-min, Kim Seong-won, Kang Yoon, Seo Eun-ah, Bae Yoon-kyung|South Korea|December 3, 2018|2018|TV-14|2 Seasons|International TV Shows, Korean TV Shows, TV Comedies
s6890|The Space Between Us|After years of limited contact with Earth, an inquisitive teen who lives on Mars makes an interplanetary trek to discover his own origins.|en|0.6|0.0|Movie|Peter Chelsom|Gary Oldman, Asa Butterfield, Carla Gugino, Britt Robertson, BD Wong, Janet Montgomery, Trey Tucker|United States|June 1, 2019|2016|PG-13|120 min|Action & Adventure, Romantic Movies, Sci-Fi & Fantasy
s6891|The Spectacular Now|Classmates Aimee and Sutter form an unlikely friendship, and after helping Aimee raise her social confidence, Sutter begins falling for his creation.|en|15.182|6.6|Movie|James Ponsoldt|Miles Teller, Shailene Woodley, Brie Larson, Jennifer Jason Leigh, Mary Elizabeth Winstead, Kyle Chandler, Dayo Okeniyi, Bob Odenkirk, Andre Royo, Masam Holden|United States|July 15, 2018|2013|R|95 min|Dramas, Independent Movies, Romantic Movies
s6892|The Speed Cubers|This documentary captures the extraordinary twists and turns in the journeys of Rubik's Cube-solving champions Max Park and Feliks Zemdegs.|en|8.056|7.7|Movie|Sue Kim||United States|July 29, 2020|2020|TV-PG|41 min|Documentaries
s6893|The Spiderwick Chronicles|When city-raised twins move to a tumbledown country mansion, it's quite an adjustment – especially after they uncover a magical fantasy world.|en|27.922|6.5|Movie|Mark Waters|Freddie Highmore, Mary-Louise Parker, Sarah Bolger, Joan Plowright, David Strathairn, Nick Nolte, Seth Rogen, Andrew McCarthy, Martin Short|United States|March 1, 2019|2008|PG|97 min|Children & Family Movies
s6894|The spiral|When an unbearable stranger arrives at a winter mountain resort and vanishes overnight, his dark past comes to light.|pl|1.642|6.9|Movie|Krzysztof Zanussi|Jan Nowicki, Maja Komorowska, Zofia Kucówna, Aleksander Bardini, Jan Świderski, Seweryna Broniszówna, Piotr Garlicki, Marian Glinka|Poland|October 1, 2019|1978|TV-MA|84 min|Dramas, Independent Movies, International Movies
s6895|The Spooky Tale of Captain Underpants Hack-a-ween|When Melvin tries to cancel Halloween, clever best friends Harold and George create their own spooky holiday – and it's a huge success!|en|3.391|5.9|Movie||Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Clancy Brown, Jorge Diaz, Peter Hastings, Evan Kishiyama, David Koechner, Erica Luttrell, Patty Mattson, Brennan Murray, Kevin Michael Richardson, Mindy Sterling, Stephen Tobolowsky, Kari Wahlgren|United States|October 8, 2019|2019|TV-Y7|46 min|Children & Family Movies, Comedies
s6896|The Spy|In the 1960s, Israeli clerk-turned-secret agent Eli Cohen goes deep undercover inside Syria on a perilous, years-long mission to spy for Mossad.|en|16.091|7.5|TV Show||Sacha Baron Cohen, Noah Emmerich, Hadar Ratzon Rotem, Alexander Siddig, Waleed Zuaiter, Nassim Lyes|France|September 6, 2019|2019|TV-MA|1 Season|International TV Shows, TV Dramas, TV Thrillers
s6897|The Spy Next Door|While babysitting, an undercover agent is thrust back into the world of top-secret adventure when one his young charges downloads a classified file.|en|16.354|5.8|Movie|Brian Levant|Jackie Chan, Amber Valletta, George Lopez, Billy Ray Cyrus, Magnús Scheving, Madeline Carroll, Will Shadley, Alina Foley, Katherine Boecher, Mia Stallard, Lucas Till|United States|November 1, 2020|2010|PG|94 min|Action & Adventure, Children & Family Movies, Comedies
s6898|The Spy Who Fell to Earth|Based on Dr. Ahron Bregman's book, this documentary examines the life and mysterious death of Ashraf Marwan, an Egyptian billionaire and Israeli spy.|en|2.972|6.7|Movie|Thomas Meadmore||United Kingdom|April 5, 2019|2019|TV-MA|94 min|Documentaries, International Movies
s6899|The Square|This Emmy-winning, street-level view of the 2011 Egyptian Revolution captures the astonishing uprising that led to the collapse of two governments.|ar|4.884|7.8|Movie|Jehane Noujaim|Ahmed Hassan, Khalid Abdalla, Magdy Ashour, Ramy Essam, Bothaina Kamel, Dina Abdullah, Aida Elkashef, Ragia Omran, Pierre Seyoufr, Dina Amer, Sherif Boray, Khaled Nagy, Salma Saied, Ahmed Saleh, Alaa Seif|United Kingdom, Egypt, United States|January 17, 2014|2013|TV-MA|105 min|Documentaries, International Movies
s6900|The Squid and the Whale|This insightful drama looks at the crumbling marriage between a self-centered novelist – whose career is waning – and his up-and-coming writer wife.|en|8.019|7.0|Movie|Noah Baumbach|Jeff Daniels, Laura Linney, Jesse Eisenberg, Owen Kline, William Baldwin, Halley Feiffer, Anna Paquin, Ken Leung, David Benger, Adam Rose|United States|October 1, 2019|2005|R|81 min|Comedies, Dramas, Independent Movies
s6901|The Staircase|Accident or murder? After the mysterious death of his wife, author Michael Peterson watches his life go under the microscope.|en|0.6|0.0|TV Show|||France|June 8, 2018|2018|TV-MA|1 Season|Crime TV Shows, Docuseries, TV Mysteries
s6902|The Stand at Paxton County|A military veteran comes home to find her father harassed by a sheriff intent on confiscating the livestock on their ranch under shady pretenses.|en|3.311|6.3|Movie|Brett Hedlund|Jacqueline Toboni, Michael O'Neill, Tyler Jacob Moore, Christopher McDonald, Sean O'Bryan, Blake Sheldon, Zoe Kanters, Greg Perrow, Tanner Thomason|United States|May 2, 2020|2020|R|103 min|Dramas, Independent Movies, Thrillers
s6903|The Standups|Comedy's freshest voices take the stage in LA for six half-hour specials packed with sly jokes, hilarious anecdotes and awkward confessions.|en|3.027|6.0|TV Show||Nate Bargatze, Fortune Feimster, Deon Cole, Nikki Glaser, Beth Stelling, Dan Soder|United States|March 20, 2018|2018|TV-MA|2 Seasons|Stand-Up Comedy & Talk Shows, TV Comedies
s6904|The Stanford Prison Experiment|Conducting a study on the psychology of incarceration, a Stanford professor assigns guard and prisoner roles to 24 male test subjects in a mock jail.|en|8.39|6.9|Movie|Kyle Patrick Alvarez|Billy Crudup, Michael Angarano, Ezra Miller, Tye Sheridan, Keir Gilchrist, Olivia Thirlby, Nelsan Ellis, Thomas Mann, Moises Arias, Gaius Charles|United States|June 17, 2017|2015|R|122 min|Dramas, Independent Movies, Thrillers
s6905|The Stolen|A well-to-do British woman must venture into New Zealand's wild and dangerous unknown when her baby son is kidnapped and held for ransom.|en|0.6|0.0|Movie|Niall Johnson|Alice Eve, Jack Davenport, Graham McTavish, Stan Walker, Richard O'Brien, Cohen Holloway, Stig Eldred, Emily Corcoran, Gillian MacGregor, Mikaela Ruegg|United Kingdom, Germany, United Arab Emirates, New Zealand|June 1, 2020|2016|TV-14|98 min|Dramas
s6906|The Story of God with Morgan Freeman|Host Morgan Freeman explores religion's role in human history, how our beliefs connect us and possible answers to life's million-dollar questions.|en|11.901|7.4|TV Show||Morgan Freeman|United States| February 1, 2019|2017|TV-14|2 Seasons|Docuseries
s6907|The Story of Us with Morgan Freeman|Explore the forces of love, belief, power, war, peace, rebellion and freedom in this series about the ties that bind – and destroy – humanity.|en|4.703|7.4|TV Show||Morgan Freeman|United States|February 1, 2019|2017|TV-14|1 Season|Docuseries
s6908|The Stranded|Trapped on an island destroyed by a tsunami, the students of an elite school try to hold on to hope. But mysterious forces seem to work against them.|th|13.106|7.0|TV Show||Papangkorn Lerkchaleampote, Chayanit Chansangavej, Chutavuth Pattarakampol, Kittisak Patomburana, Sinjai Plengpanich, Oabnithi Wiwattanawarang, Ticha Wongthipkanont, Chaleeda Gilbert, Chanya McClory|Thailand|November 15, 2019|2019|TV-MA|1 Season|International TV Shows, TV Action & Adventure, TV Dramas
s6909|THE STRANGER|When a stranger makes a shocking claim about his wife, family man Adam Price becomes entangled in a mystery as he desperately searches for answers.|en|15.009|7.6|TV Show||Richard Armitage, Siobhan Finneran, Jennifer Saunders, Shaun Dooley, Paul Kaye, Dervla Kirwan, Kadiff Kirwan, Hannah John-Kamen, Anthony Head, Stephen Rea, Jacob Dudman, Ella-Rae Smith, Brandon Fellows, Misha Handley|United Kingdom|January 30, 2020|2020|TV-MA|1 Season|Crime TV Shows, TV Dramas, TV Mysteries
s6910|The Student|When a law professor fails an ambitious student for academic dishonesty, he goes to terrifying lengths to seek revenge for more than just his grade.|en|4.855|5.8|Movie|Steven R. Monroe|Alicia Leigh Willis, Blake Michael, Trevor St. John, Lindsay Hartley, Eric Nelsen, Wolfgang Bodison|United States|March 15, 2019|2017|TV-14|90 min|Thrillers
s6911|The Student Cop|Sent undercover to investigate suspicious activity among a group of college students, a police officer gets more invested in his role than expected.|ar|4.124|5.6|Movie|Wael Ihsan|Karim Abdel Aziz, Hassan Hosny, Ghada Adel, Maha Ahmed, Ramez Galal, Mohamed Ragab, Mohamed El Dafrawy|Egypt|June 2, 2020|2004|TV-14|111 min|Action & Adventure, Comedies, International Movies
s6912|The Suit|After a duo of slackers dress up as policemen for a costume party, they decide to prolong their disguise — not knowing that it will lead them to danger.|ar|0.702|6.8|Movie|Mohammad Adel|Tamer Hosny, Akram Hosny, Amina Khalil, Dalal Abdelaziz, Maged El-Masri, Yasser Ali Maher, Salwa Mohammed, Mahmoud El-Bezzawy, Hassan Hosny, Taher Abu Lela, Ahmed Zaher|Egypt|November 23, 2020|2018|TV-14|97 min|Action & Adventure, Comedies, International Movies
s6913|The Sunshine Makers|Take a trip and witness the rise and fall of Tim Scully and Nicholas Sand, improbable pioneers of the drug counterculture during the 1960s.|en|0.699|6.7|Movie|Cosmo Feilding-Mellen||United Kingdom|March 9, 2017|2015|TV-MA|91 min|Documentaries, International Movies
s6914|The Super|When an ex-cop becomes a superintendent of an apartment building, he suspects the sinister janitor is behind the eerie disappearances of its tenants.|en|5.131|5.2|Movie|Stephan Rick|Patrick John Flueger, Val Kilmer, Louisa Krause, Mattea Conforti, Taylor Richardson, Paul Ben-Victor, Yul Vazquez, Andrea Lynn Green, Travaris Spears, Melissa Bolona|United States|February 16, 2019|2017|R|89 min|Horror Movies
s6915|The Super Mario Bros. Super Show!|Mixing live action and animation, this classic series brought the beloved Super Mario Bros. video game characters to television screens everywhere.|en|13.077|6.3|TV Show||Captain Lou Albano, Danny Wells, Jeannie Elias, John Stocker, Harvey Atkin, Robert Bockstael, Cynthia Preston, Jonathan Potts, Colin Fox|United States, Canada|May 22, 2016|1989|TV-Y7|1 Season|Kids' TV
s6916|The Super Parental Guardians|Following his best friend's death, Arci takes charge of her two boisterous children with some help from their gang-affiliated uncle.|en|0.622|6.7|Movie|Joyce Bernal|Vice Ganda, Coco Martin, Onyok Pineda, Awra Briguela, Assunta de Rossi, Pepe Herrera, Joem Bascon, Matet De Leon, Kiray Celis, Lassy Marquez, MC Calaquian|Philippines|March 21, 2019|2016|TV-14|115 min|Action & Adventure, Comedies, International Movies
s6917|The Surgeon's Cut|They’re philosophers, storytellers and pioneers in their fields. Four surgeons reflect on their lives and professions in this inspiring docuseries.|en|1.829|9.1|TV Show|||United States|December 9, 2020|2020|TV-14|1 Season|Docuseries, Science & Nature TV
s6918|The Surrounding Game|Teens in America dedicate themselves to the Asian game of Go, which originated in ancient China, drawing meaningful life lessons along the way.|en|1.347|8.4|Movie|Will Lockhart, Cole D. Pruitt||United States|August 30, 2018|2018|TV-14|98 min|Documentaries
s6919|The Take|After a mix-up lands him in hot water, a skilled pickpocket is forced to help a no-nonsense CIA operative track a terrorist group in Paris.|en|29.002|6.3|Movie|James Watkins|Idris Elba, Richard Madden, Charlotte Le Bon, Kelly Reilly, José Garcia, Vincent Londez, Arieh Worthalter, Mohamed Makhtoumi, Théo Costa-Marini, Jérôme Gaspard|United Kingdom, France, United States, Belgium, Luxembourg, China, Germany|September 16, 2020|2016|R|92 min|Action & Adventure, International Movies
s6920|The Taking of Pelham 123|When a group of hijackers takes passengers aboard a subway train hostage and demand a ransom, it's up to dispatcher Walter Garber to bring them down.|en|12.803|6.3|Movie|Tony Scott|Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj, Robert Vataj, John Turturro, Michael Rispoli, Ramon Rodriguez, James Gandolfini, John Benjamin Hickey, Alex Kaluzhsky, Gbenga Akinnagbe|United States, United Kingdom|September 1, 2019|2009|R|106 min|Action & Adventure
s6921|The Talented Mr. Ripley|A charming sociopath maneuvers into the lush life of a young heir. But as he embraces the posh lifestyle, he'll stop at nothing to hold onto it.|en|10.997|7.2|Movie|Anthony Minghella|Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett, Philip Seymour Hoffman, Jack Davenport, James Rebhorn, Sergio Rubini, Philip Baker Hall, Celia Weston|United States|January 1, 2020|1999|R|139 min|Dramas, Thrillers
s6922|The Tenth Man|After spending much of his adult life in New York, an affable economist returns home to Buenos Aires and tries to reconnect with his aloof father.|es|1.999|5.4|Movie|Daniel Burman|Alan Sabbagh, Julieta Zylberberg, Usher Barilka, Elvira Onetto, Adrián Stoppelman, Dan Breitman, Elisa Carricajo|Argentina|April 1, 2017|2016|TV-MA|81 min|Dramas, International Movies
s6923|The Terminal|Social pressure, a complicated past and a clash of values beset the life of a businessman and his family.|en|0.804|0.0|TV Show||Mohammad Mansour, Bouthayna Al Raesi, Bassima Hamada, Ahlaam Muhammed, Shaimaa Ali, Foaz Al -Shatti, Abdullah Bahman, Abdulmohsen Al-Qaffas, Mohammed Al Dosari||March 29, 2019|2018|TV-14|1 Season|International TV Shows, TV Dramas
s6924|The Texas Chainsaw Massacre|When some friends visit a vandalized graveyard, they come upon a chainsaw-wielding maniac, and it's a fight to the bloody death between good and evil.|en|25.598|7.3|Movie|Tobe Hooper|Gunnar Hansen, Jim Siedow, Marilyn Burns, Edwin Neal, Paul A. Partain, Teri McMinn, William Vail, John Dugan, John Henry Faulk, Allen Danziger|United States|October 22, 2019|1974|R|83 min|Cult Movies, Horror Movies, Independent Movies
s6925|The Theory of Everything|As his esteem grows in the world of physics, Stephen Hawking's body is ravaged by ALS, forcing his increasing dependence on his devoted wife, Jane.|en|20.743|7.9|Movie|James Marsh|Emily Watson, Charlie Cox, Felicity Jones, Maxine Peake, Harry Lloyd, Eddie Redmayne, David Thewlis, Simon McBurney|United Kingdom, Japan, United States|December 16, 2018|2014|PG-13|123 min|Dramas, Romantic Movies
s6926|The Thief and the Imbecile|A street beggar befriends a man who lost his eye in a brawl, unaware that his new acquaintance is plotting to make him his unwitting organ donor.|ar|0.84|5.5|Movie|Mohammed El-Tahawy, Mohamed Mostafa|Khaled El Sawy, Khaled Saleh, Ruby|Egypt|June 6, 2019|2013|TV-14|96 min|Dramas, International Movies
s6927|The Third Party|When aspiring fashion designer Andi reconnects with her ex-boyfriend Max, she's surprised to learn that he's in a relationship with a man.|tl|1.685|5.6|Movie|Jason Paul Laxamana|Sam Milby, Angel Locsin, Zanjoe Marudo, Cherry Pie Picache, Alma Moreno, Matet De Leon, Al Tantay, Beauty Gonzalez, Katrina Michelle Legaspi|Philippines|March 21, 2019|2016|TV-MA|118 min|Comedies, Dramas, International Movies
s6928|The Three Deaths of Marisela Escobedo|This documentary examines a mother's tireless crusade to jail her daughter's murderer after Mexico's justice system failed to do so.|es|14.915|9.0|Movie|Carlos Pérez Osorio||Mexico|October 14, 2020|2020|TV-MA|110 min|Documentaries, International Movies
s6929|The Tiger Hunter|It's 1979, and engineer Sami is excited to leave his Indian village for a job in Chicago. But he soon runs into problems achieving his American dream.|en|1.94|6.1|Movie|Lena Khan|Danny Pudi, Jon Heder, Rizwan Manji, Karen David, Iqbal Theba, Sam Page, Kevin Pollak, Parvesh Cheena, Michael McMillian|United States|April 9, 2018|2016|TV-14|94 min|Comedies, Dramas, Independent Movies
s6930|The Tigers of Scotland|This documentary highlights the endangered existence of the Scottish wildcats, and the conservation efforts required to prevent their extinction.|en|0.943|6.7|Movie|Leanne Gater|Iain Glen|United Kingdom|November 1, 2018|2017|TV-G|58 min|Documentaries
s6931|The Time Machine|Based on the H.G. Wells classic, this adventure follows a scientist and inventor who's determined to prove to doubters that time travel is possible.|en|27.898|6.1|Movie|Simon Wells|Guy Pearce, Samantha Mumba, Jeremy Irons, Mark Addy, Sienna Guillory, Phyllida Law, Alan Young, Omero Mumba, Yancey Arias, Orlando Jones|United States, United Arab Emirates|November 23, 2019|2002|PG-13|96 min|Action & Adventure, Sci-Fi & Fantasy
s6932|The Time Traveler's Wife|Due to a genetic disorder, handsome librarian Henry involuntarily zips through time, appearing at various moments in the life of his true love.|en|14.012|6.9|Movie|Robert Schwentke|Rachel McAdams, Eric Bana, Arliss Howard, Ron Livingston, Stephen Tobolowsky, Michelle Nolden, Jane McLean, Hailey McCann, Tatum McCann, Brooklynn Proulx, Alex Ferris|United States|October 1, 2019|2009|PG-13|107 min|Dramas, Romantic Movies, Sci-Fi & Fantasy
s6933|The Titan|On a bleak future Earth, a soldier endures a radical genetic transformation to save humanity. But his wife fears he's becoming more creature than man.|en|55.655|5.4|Movie|Lennart Ruff|Sam Worthington, Taylor Schilling, Agyness Deyn, Nathalie Emmanuel, Noah Jupe, Corey Johnson, Aleksandar Jovanovic, Diego Boneta, Tom Wilkinson|United Kingdom, Spain, United States, Germany|March 30, 2018|2018|TV-MA|97 min|Dramas, Sci-Fi & Fantasy, Thrillers
s6934|The Tourist|An American tourist seeking solace for his shattered heart instead finds it in danger again after encountering a beautiful Interpol agent.|en|16.247|6.2|Movie|Florian Henckel von Donnersmarck|Angelina Jolie, Johnny Depp, Paul Bettany, Timothy Dalton, Steven Berkoff, Rufus Sewell, Christian De Sica, Alessio Boni, Daniele Pecci, Giovanni Guidelli|United States, France, Italy, United Kingdom|January 7, 2020|2010|PG-13|103 min|Action & Adventure, Romantic Movies
s6935|The Toys That Made Us|The minds behind history's most iconic toy franchises discuss the rise – and sometimes fall – of their billion-dollar creations.|en|5|7.6|TV Show|||United States|November 15, 2019|2019|TV-14|3 Seasons|Docuseries, Reality TV
s6937|The Traffickers|In this hard-hitting series, journalist Nelufar Hedayat travels the globe to expose an array of black markets, from guns and gold to human body parts.|en|0.6|0.0|TV Show||Nelufar Hedayat|United States|January 22, 2018|2016|TV-MA|1 Season|Crime TV Shows, Docuseries
s6938|The Trap|A man returns home to Atlanta to try and turn around his family's struggling restaurant with the help of a new chicken recipe.|en|0.6|0.0|Movie|Erik White|T.I., Mike Epps, Loretta Devine, Queen Latifah, Teyana Taylor, Meagan Tandy, Stephen Bishop, Roland Powell, Joel Rush|United States|April 1, 2019|2017|TV-MA|91 min|Comedies
s6939|The Tree of Blood|As a young couple write the story of their families' shared history, both reveal their relatives' dark secrets and one must make a painful confession.|es|10.387|6.6|Movie|Julio Medem|Úrsula Corberó, Álvaro Cervantes, Najwa Nimri, Patricia López Arnaiz, Daniel Grao, Joaquín Furriel, Maria Molins, Emilio Gutiérrez Caba, Luisa Gavasa, José María Pou, Ángela Molina|Spain|February 8, 2019|2018|TV-MA|136 min|Dramas, Independent Movies, International Movies
s6940|The Trial|The murder of a teen girl impacts a public prosecutor linked to the victim, a lawyer seeking a career-making case and a suspect who says she's innocent.|en|4.985|7.0|TV Show|Stefano Lodovichi|Vittoria Puccini, Francesco Scianna, Camilla Filippi, Simone Colombari, Maurizio Lastrico, Alessandro Averone, Euridice Axen, Marco Baliani, Pia Lanciotti, Giordano De Plano, Roberto Herlitzka, Tommaso Ragno, Margherita Caviezel, Michele Morrone|Italy|April 10, 2020|2019|TV-MA|1 Season|Crime TV Shows, International TV Shows, TV Dramas
s6941|The Trial of the Chicago 7|What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.|en|19.135|7.8|Movie|Aaron Sorkin|Sacha Baron Cohen, Eddie Redmayne, Yahya Abdul-Mateen II, Jeremy Strong, Mark Rylance, Joseph Gordon-Levitt, Michael Keaton, Frank Langella, John Carroll Lynch, Alex Sharp, John Doman, Ben Shenkman|United States, United Kingdom, India|October 16, 2020|2020|R|130 min|Dramas
s6942|The Trials of Gabriel Fernandez|A boy’s brutal murder and the public trials of his guardians and social workers prompt questions about the system’s protection of vulnerable children.|en|8.674|7.4|TV Show|||United States|February 26, 2020|2020|TV-MA|1 Season|Crime TV Shows, Docuseries
s6943|The Tribe|An executive-turned-viral sensation loses his reputation and his memory, but finds a new life with his biological mother and her empowered dance group.|en|8.481|5.3|Movie|Fernando Colomo|Paco León, Carmen Machi, Luis Bermejo, Maribel del Pino, Maite Sandoval, Arlette Torres, Marisol Aznar, María José Sarrate, Manuel Huedo, Artur Busquets|Spain|November 21, 2018|2018|TV-MA|91 min|Comedies, International Movies
s6944|The Tribes of Palos Verdes|When a move to an exclusive seaside community sends her mother and twin brother into a downward spiral, teenager Medina finds solace in surfing.|en|8.481|5.3|Movie|Brendan Malloy, Emmett Malloy|Jennifer Garner, Maika Monroe, Cody Fern, Justin Kirk, Noah Silver, Elisabeth Röhm, Goran Visnjic, Joely Fisher, Milo Gibson, Alex Neustaedter, Stevie Lynn Jones, Thomas Cocquerel, Alicia Silverstone|United States|December 1, 2019|2017|R|104 min|Dramas, Independent Movies, Sports Movies
s6945|The Trigger Effect|When a power failure throws their suburban town into chaos, Matthew and his wife stoop to desperate measures to secure medication for their child.|en|7.357|5.9|Movie|David Koepp|Kyle MacLachlan, Elisabeth Shue, Dermot Mulroney, Richard T. Jones, Bill Smitrovich, Michael Rooker, Tori Kristiansen, Tyra Kristiansen|United States|January 1, 2018|1996|R|94 min|Thrillers
s6948|The Truth|A devious businessman covets his partner's priceless treasure map, while a related murder case calls into question some biological family ties.|en|9.656|5.7|TV Show||Tay Ping Hui, Joanne Peh, Shaun Chen, Rebecca Lim, Zhu Houren, Richard Low||November 1, 2017|2008|TV-14|1 Season|Crime TV Shows, International TV Shows, TV Action & Adventure
s6949|The Truth About Alcohol|Emergency room doctor Javid Abdelmoneim endeavors to learn the truth about alcohol, both its benefits and risks, by exploring the science of drinking.|en|0.6|6.8|Movie|David Briggs|Javid Abdelmoneim|United Kingdom|August 1, 2017|2016|TV-14|58 min|Documentaries, International Movies
s6950|The Truth Seekers|A veteran cop forms an agency dedicated to solving cold cases, including those related to the team members' own painful and mysterious pasts.|zh|1.349|0.0|TV Show||Chen Hanwei, Rebecca Lim, Desmond Tan, Yusuke Fukuchi|Singapore|July 1, 2017|2016|TV-MA|1 Season|Crime TV Shows, International TV Shows, TV Dramas
s6951|The Tudors|All the splendor and scandal of England's 16th-century royal court comes to life in this series that follows notorious Tudor monarch Henry VIII.|en|40.699|7.7|TV Show||Jonathan Rhys Meyers, Henry Cavill, James Frain, Anthony Brophy, Guy Carleton, Sarah Bolger, Natalie Dormer, Max Brown, Nick Dunning, Rod Hallett, Maria Doyle Kennedy, Simon Ward|Ireland, Canada, United States, United Kingdom| January 8, 2018|2010|TV-MA|4 Seasons|TV Dramas
s6952|The Tuxedo|After a government spy is hospitalized, New York City cab driver Jimmy unwillingly takes over the spy's role – with the aid of a computerized tuxedo.|en|16.871|5.7|Movie|Kevin Donovan|Jackie Chan, Jennifer Love Hewitt, Jason Isaacs, Debi Mazar, Ritchie Coster, Peter Stormare, Mia Cottet, Romany Malco, Daniel Kash|United States|November 1, 2019|2002|PG-13|99 min|Action & Adventure, Comedies
s6953|The Twelve|Twelve jurors — ordinary people with struggles of their own — must decide the case of a woman accused of killing her best friend and her own daughter.|en|0.6|0.0|TV Show|Wouter Bouvijn|Maaike Neuville, Charlotte De Bruyne, Tom Vermeir, Mieke De Groote, Johan Heldenbergh, Zouzou Ben Chikha, Peter Gorissen, Piet De Praitere, Maaike Cafmeyer, Josse De Pauw, Greet Verstraete, Koen De Sutter, Isabelle Van Hecke, Lynn Van Royen|Belgium|July 10, 2020|2019|TV-MA|1 Season|Crime TV Shows, International TV Shows, TV Dramas
s6955|The Twins Effect II|An empress rules over a land where men are subservient to women. But a prophecy reveals that a boy will become king and restore the male regime.|cn|8.823|4.8|Movie|Corey Yuen, Patrick Leung|Donnie Yen, Jaycee Chan, Charlene Choi, Gillian Chung, Wilson Chen Bo-Lin, Tony Leung Ka Fai, Qu Ying, Fan Bingbing, Xie Jing-jing, Daniel Wu, Edison Chen, Jackie Chan|Hong Kong, China|July 21, 2019|2004|TV-14|106 min|Action & Adventure, Comedies, International Movies
s6956|The Two Popes|At a key turning point for the Catholic Church, Pope Benedict XVI forms a surprising friendship with the future Pope Francis. Inspired by true events.|en|17.18|7.6|Movie|Fernando Meirelles|Anthony Hopkins, Jonathan Pryce, Juan Minujín|United Kingdom, Italy|December 20, 2019|2019|PG-13|126 min|Dramas
s6957|The Ugly Truth|"A chauvinistic morning-show commentator tries to prove the relationship theories he espouses on a segment called ""The Ugly Truth."""|en|19.76|6.5|Movie|Robert Luketic|Katherine Heigl, Gerard Butler, Eric Winter, John Michael Higgins, Bree Turner, Nick Searcy, Kevin Connolly, Cheryl Hines, Bonnie Somerville, Yvette Nicole Brown, Nate Corddry, Noah Matthews|United States|April 25, 2019|2009|R|96 min|Comedies, Romantic Movies
s6958|The Ultimatum|Love and intrigue swirl around two women – one a champion of human rights, the other an ambitious businesswoman – who were switched at birth.|zh|0.6|0.0|TV Show||Zoe Tay, Fann Wong, Li Nanxing, Tay Ping Hui, Elvin Ng, Felicia Chin, Jerry Yeo|Singapore|July 1, 2017|2009|TV-14|1 Season|International TV Shows, TV Dramas
s6959|The Umbrella Academy|Reunited by their father's death, estranged siblings with extraordinary powers uncover shocking family secrets – and a looming threat to humanity.|en|213.63|8.7|TV Show|||United States, Canada|July 31, 2020|2020|TV-14|2 Seasons|TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy
s6960|The Unborn Child|A couple and their young daughter are haunted by a paranormal, malicious presence – which is soon linked to a temple and a series of abortions.|th|1.966|4.2|Movie|Poj Arnon|Somchai Kemglad, Pitchanart Sakakorn, Chinaradi Anupongphichart, Arisara Thongborisut, Peerawit Boonark, Chudapha Chanthakhet, Ganthida Chaang|Thailand|July 30, 2018|2011|TV-MA|93 min|Horror Movies, International Movies
s6961|The Uncanny Counter|Noodle shop employees by day and demon hunters by night, the Counters use special abilities to chase down malevolent spirits that prey on humans.|ko|10.236|8.7|TV Show||Cho Byeong-kyu, Yu Jun-sang, Kim Se-jeong, Yeom Hye-ran, Ahn Seok-hwan, Moon Sook, Choi Yoon-young, Lee Hong-nae|South Korea|November 29, 2020|2020|TV-14|1 Season|International TV Shows, TV Action & Adventure, TV Dramas
